IRN,DISTRICT,COUNTY,FY95,FY96,FY97,FY98,FY99,FY00,FY01,FY02,FY03,FY04,FY05,FY06,FY07,FY08,FY09,FY10,FY11,FY12
048744,Valley View Local SD,Montgomery,"4,695","5,071","5,408","5,800","6,257","6,583","7,359","7,621","7,440","8,228","7,984","8,151","8,684","9,087","9,790","10,274","10,832","10,774"
048751,Huber Heights City SD,Montgomery,"4,738","4,881","5,196","5,550","5,902","5,839","6,710","7,256","7,774","8,453","8,983","8,895","9,540","10,126","10,897","10,767","11,244","10,936"
048777,Morgan Local SD,Morgan,"5,359","4,982","6,476","5,663","6,450","7,017","12,765","8,229","8,037","8,479","9,351","9,286","9,292","9,698","9,745","9,838","10,025","10,035"
048793,Cardington-Lincoln Local SD,Morrow,"4,034","4,639","4,912","4,977","5,418","6,224","6,254","6,916","7,118","7,260","7,792","8,345","8,338","9,109","9,669","9,477","9,004","10,055"
048801,Highland Local SD,Morrow,"4,248","4,583","4,764","5,208","5,600","5,952","6,194","7,389","7,006","7,525","8,007","8,045","8,047","8,155","8,802","8,786","8,631","8,814"
048819,Northmor Local SD,Morrow,"4,428","4,461","4,820","5,143","5,646","6,174","6,950","7,238","7,418","7,635","7,663","8,011","8,114","8,801","9,317","9,741","10,105","10,127"
048835,East Muskingum Local SD,Muskingum,"4,296","4,475","5,027","5,129","5,960","5,732","6,130","6,652","6,846","7,659","7,576","8,164","7,927","8,064","8,197","8,427","8,532","8,657"
048843,Franklin Local SD,Muskingum,"4,073","4,201","4,510","4,602","5,388","5,911","6,029","6,380","6,751","7,298","7,409","7,533","7,818","8,230","8,316","8,795","9,074","9,750"
048850,Maysville Local SD,Muskingum,"4,203","4,565","4,596","5,168","5,836","6,017","6,280","6,440","7,047","7,187","7,544","7,640","7,947","8,470","9,023","8,826","9,092","9,603"
048876,Tri-Valley Local SD,Muskingum,"3,718","5,154","4,704","4,724","4,981","5,420","5,633","5,924","6,176","6,853","7,205","7,456","7,600","8,282","8,372","8,556","8,383","8,557"
048884,West Muskingum Local SD,Muskingum,"4,347","4,987","4,955","4,959","5,567","6,054","6,309","6,491","6,680","7,189","7,436","7,356","7,370","7,831","8,457","8,490","8,755","8,519"
048900,Noble Local SD,Noble,"4,244","4,452","4,885","5,403","5,399","5,948","6,168","6,682","7,106","7,461","7,803","7,722","7,793","8,053","8,241","9,034","9,686","10,576"
048926,Benton Carroll Salem Local S,Ottawa,"7,195","7,767","8,405","8,376","8,612","8,723","8,456","8,555","8,765","8,905","9,374","9,900","10,194","10,945","10,736","11,134","10,803","11,435"
048934,Danbury Local SD,Ottawa,"6,495","6,767","7,205","7,111","8,178","8,837","9,507","10,682","11,150","11,919","12,417","12,028","13,849","14,511","15,993","16,147","16,898","15,782"
048942,Genoa Area Local SD,Ottawa,"4,825","4,646","4,948","5,244","5,755","6,575","9,214","7,775","7,277","7,200","6,975","7,933","7,896","8,142","8,169","7,995","7,580","7,547"
048967,North Bass Local SD,Ottawa,"13,581","15,829","23,145","20,642","36,772","65,819","12,213","70,415","48,745","89,826",--,--,--,--,0,0,0,0
048975,Put-In-Bay Local SD,Ottawa,"11,530","12,002","10,479","9,960","12,599","12,357","14,399","15,786","17,679","21,113","23,090","25,749","28,455","28,593","29,337","28,409","28,926","31,852"
048991,Antwerp Local SD,Paulding,"4,482","4,586","4,754","5,760","6,262","6,229","6,806","7,084","7,461","8,042","8,381","8,126","8,073","8,295","8,458","7,632","9,195","9,326"
049031,Wayne Trace Local SD,Paulding,"5,594","5,298","5,897","6,283","6,540","6,531","6,944","7,306","7,039","7,101","7,578","7,691","8,361","8,703","8,985","8,494","8,694","8,839"
049056,Northern Local SD,Perry,"4,680","4,369","4,456","4,958","5,078","5,675","5,650","6,230","6,120","6,627","7,019","7,780","7,879","8,407","9,059","9,284","10,128","10,455"
049064,Southern Local SD,Perry,"4,317","5,027","5,202","5,641","6,002","6,656","6,344","6,889","7,514","8,421","8,971","9,566","9,669","10,712","11,631","11,654","12,196","13,546"
049080,Logan Elm Local SD,Pickaway,"4,629","4,729","5,028","5,537","6,012","6,388","6,730","6,736","7,684","8,332","8,273","7,577","8,295","8,307","8,933","9,291","9,958","9,415"
049098,Teays Valley Local SD,Pickaway,"4,178","4,284","4,575","4,689","5,003","5,635","6,030","6,523","7,429","7,656","8,210","7,943","8,037","8,344","8,695","9,263","9,607","9,273"
049106,Westfall Local SD,Pickaway,"4,457","4,432","5,012","5,259","5,345","5,917","6,583","6,783","7,174","7,419","7,335","7,497","8,979","8,445","8,350","7,899","8,042","8,537"
049122,Eastern Local SD,Pike,"4,480","4,932","5,217","5,214","5,727","6,162","6,957","7,430","8,022","8,114","8,195","8,569","8,550","9,093","9,580","9,221","9,624","9,557"
049130,Scioto Valley Local SD,Pike,"4,180","4,595","4,978","4,958","5,119","5,586","6,185","7,189","7,520","7,826","8,265","9,185","9,722","9,171","9,150","9,555","9,521","9,863"
049148,Waverly City SD,Pike,"4,474","4,548","4,888","4,933","5,190","5,680","6,208","6,471","6,540","6,824","7,814","7,499","7,897","8,069","8,392","8,949","9,154","8,653"
049155,Western Local SD,Pike,"4,340","4,892","5,116","5,412","5,958","5,817","6,909","7,474","8,362","8,217","9,145","9,067","9,460","10,702","10,781","12,030","11,328","11,462"
049171,Aurora City SD,Portage,"5,985","6,191","6,317","6,527","7,189","7,486","7,440","7,849","7,919","8,091","9,253","9,411","9,113","9,759","9,734","10,438","10,945","11,026"
049189,Crestwood Local SD,Portage,"4,457","4,716","5,004","5,248","5,400","6,233","6,527","6,666","7,235","7,370","8,495","7,879","8,057","9,025","9,219","9,782","10,228","10,426"
049197,Field Local SD,Portage,"4,516","4,709","4,999","5,239","5,648","6,116","6,470","6,971","7,231","7,083","7,374","7,469","7,737","7,899","7,900","7,772","8,254","7,594"
049205,James A Garfield Local SD,Portage,"4,512","4,734","5,126","5,415","6,275","5,748","6,118","6,310","7,001","6,976","7,000","7,115","7,437","7,547","7,386","7,696","8,084","8,485"
049213,Rootstown Local SD,Portage,"4,897","4,924","5,180","5,423","5,729","5,993","6,397","6,686","7,085","7,527","7,523","7,306","7,640","7,843","7,973","7,849","8,317","8,236"
049221,Southeast Local SD,Portage,"4,746","4,285","4,630","5,154","5,445","6,211","6,418","6,868","7,089","7,186","7,740","7,913","7,896","7,950","8,401","8,781","8,748","9,168"
049239,Streetsboro City SD,Portage,"5,428","5,401","5,511","5,637","6,409","6,858","7,667","7,983","7,659","8,265","9,198","9,279","9,895","9,544","10,027","9,685","9,745","10,108"
049247,Waterloo Local SD,Portage,"4,383","4,623","4,867","5,269","5,531","5,809","6,181","6,232","6,757","7,675","7,512","7,414","8,029","7,834","8,296","8,550","8,239","7,593"
049270,National Trail Local SD,Preble,"5,006","5,175","5,701","5,974","6,174","7,058","6,895","8,055","7,598","7,918","7,981","7,940","8,450","8,746","9,084","9,002","8,997","9,215"
049288,Preble-Shawnee Local SD,Preble,"4,530","5,016","5,365","5,692","6,335","6,221","6,651","6,937","7,329","8,070","7,825","8,105","7,725","8,423","9,820","9,246","9,938","9,636"
049296,Twin Valley Community Local,Preble,"4,679","4,383","5,037","5,427","6,001","6,347","6,083","7,022","6,959","7,370","7,735","9,224","8,242","9,096","9,394","9,842","10,046","10,154"
049312,Columbus Grove Local SD,Putnam,"3,944","4,291","4,611","5,125","5,547","5,712","5,937","6,528","6,518","6,770","6,306","6,677","6,876","7,398","7,489","7,823","8,016","8,145"
049320,Continental Local SD,Putnam,"4,685","5,016","5,087","5,574","5,886","6,288","8,317","9,095","8,704","8,351","7,856","8,401","8,583","8,973","9,114","9,255","10,115","10,769"
049338,Jennings Local SD,Putnam,"3,990","4,403","4,460","5,460","5,764","5,822","6,460","6,669","6,351","7,760","6,925","7,424","7,945","8,397","8,578","8,934","9,415","8,925"
049346,Kalida Local SD,Putnam,"3,960","4,317","4,777","4,891","5,703","6,084","5,866","6,666","6,118","6,485","6,726","7,563","7,880","8,011","8,601","9,238","9,055","8,928"
049353,Leipsic Local SD,Putnam,"4,809","5,072","5,429","5,513","6,334","6,474","6,946","7,840","7,970","8,579","8,047","8,474","8,775","8,698","9,243","9,510","9,346","9,529"
049361,Miller City-New Cleveland Lo,Putnam,"5,066","5,435","6,042","5,930","7,948","6,881","7,298","7,386","8,930","8,185","7,657","8,011","8,241","9,856","8,951","9,063","9,411","9,506"
049379,Ottawa-Glandorf Local SD,Putnam,"4,064","4,633","4,887","5,084","5,639","6,396","6,488","7,084","6,961","7,060","7,570","7,616","8,087","8,525","8,753","8,915","8,995","9,110"
049387,Ottoville Local SD,Putnam,"4,453","4,544","4,531","4,623","5,083","5,662","5,815","6,321","6,251","7,562","7,099","7,289","7,598","8,142","8,164","8,539","8,888","9,380"
049395,Pandora-Gilboa Local SD,Putnam,"4,890","5,230","5,835","6,350","6,422","6,910","7,089","7,603","7,924","8,687","8,060","8,186","8,309","8,327","9,477","10,082","10,214","11,052"
049411,Clear Fork Valley Local SD,Richland,"4,481","4,854","4,993","5,236","5,596","5,870","5,919","6,318","6,731","6,980","6,556","7,188","7,371","7,637","7,854","7,958","8,021","8,118"
049429,Crestview Local SD,Richland,"4,205","4,705","5,035","4,850","5,153","5,706","6,254","6,561","7,006","6,841","7,553","8,048","7,847","8,133","8,414","8,359","8,878","9,348"
049437,Lexington Local SD,Richland,"4,393","4,671","5,328","5,393","5,765","5,800","6,050","6,554","6,749","7,132","7,780","7,985","7,798","8,261","8,970","8,959","9,151","8,744"
049445,Lucas Local SD,Richland,"4,749","4,968","5,124","5,485","5,748","6,210","6,963","7,446","7,925","7,827","7,299","7,754","7,301","8,281","7,819","8,754","9,087","9,361"
049452,Madison Local SD,Richland,"5,058","5,163","5,429","6,086","6,677","7,529","8,112","8,375","8,823","9,086","9,214","9,443","10,217","10,050","10,558","10,380","10,813","10,149"
049460,Plymouth-Shiloh Local SD,Richland,"5,131","5,166","5,699","5,651","5,943","6,639","7,134","7,743","8,305","8,651","8,292","8,340","8,514","9,068","9,491","10,258","9,844","10,427"
049478,Ontario Local SD,Richland,"5,102","5,308","5,478","5,816","6,180","6,500","6,736","7,068","7,048","7,247","7,664","7,484","8,491","8,757","9,149","8,959","9,090","8,586"
049494,Adena Local SD,Ross,"4,150","4,647","4,938","4,872","5,235","5,365","5,671","6,717","6,908","7,229","7,601","7,281","8,117","8,407","8,176","8,692","8,732","8,739"
049502,Huntington Local SD,Ross,"4,217","4,615","4,804","4,827","5,401","5,858","6,160","6,428","7,159","7,449","8,169","8,080","9,065","8,508","9,110","9,433","9,799","9,553"
049510,Paint Valley Local SD,Ross,"4,428","4,674","5,462","5,115","5,329","5,819","6,139","7,010","7,212","7,278","7,608","8,130","8,037","8,037","8,281","9,148","9,856","9,854"
049528,Southeastern Local SD,Ross,"4,332","4,476","4,759","4,694","4,703","5,207","6,076","6,250","7,176","7,701","7,406","6,999","7,129","7,056","7,277","7,799","8,150","7,427"
049536,Union Scioto Local SD,Ross,"3,524","4,686","4,611","5,377","5,158","5,427","5,719","6,000","6,789","6,229","6,481","6,663","7,285","7,197","7,187","7,472","7,919","7,721"
049544,Zane Trace Local SD,Ross,"3,967","4,240","4,399","4,539","5,070","5,593","5,538","5,748","5,880","6,356","6,412","6,728","7,390","7,878","8,124","8,565","8,164","8,259"
049569,Lakota Local SD,Sandusky,"5,107","5,051","5,413","5,336","5,858","6,066","6,674","7,233","7,840","8,006","8,945","9,701","9,907","10,407","10,034","9,610","9,680","10,489"
049577,Woodmore Local SD,Sandusky,"4,839","5,317","5,118","5,263","5,814","6,518","6,858","7,101","6,909","7,836","8,028","7,821","8,175","8,220","8,745","8,101","9,391","9,077"
049593,Bloom-Vernon Local SD,Scioto,"4,518","4,824","5,478","5,907","5,845","6,927","7,605","7,433","7,631","7,795","8,235","8,669","9,058","9,130","9,668","9,238","9,788","9,557"
049601,Clay Local SD,Scioto,"4,674","4,852","5,077","5,231","5,682","5,530","5,814","6,427","6,398","7,120","7,114","7,639","8,125","8,261","8,870","9,536","8,612","8,982"
049619,Green Local SD,Scioto,"4,467","4,821","5,237","5,102","5,374","6,321","6,567","7,225","7,240","7,679","8,014","8,552","9,260","10,196","9,458","9,455","9,498","10,163"
049627,Minford Local SD,Scioto,"4,493","4,403","4,822","5,429","5,270","5,641","6,340","6,884","7,570","7,592","7,655","8,305","8,424","8,084","8,700","8,538","8,570","8,435"
049635,Northwest Local SD,Scioto,"5,082","5,170","5,498","5,728","6,057","6,397","6,895","7,290","7,590","8,299","7,955","8,193","8,584","9,297","9,783","10,077","10,108","10,223"
049643,Valley Local SD,Scioto,"4,536","4,919","5,331","5,740","6,165","6,584","6,887","7,177","7,634","7,765","8,392","8,514","9,408","9,128","10,006","9,847","10,109","9,858"
049650,Washington-Nile Local SD,Scioto,"4,953","5,015","5,223","5,319","6,261","6,404","6,592","6,656","7,458","7,727","7,485","7,645","8,362","8,629","9,143","9,311","9,580","9,233"
049668,Wheelersburg Local SD,Scioto,"4,530","4,420","4,941","5,047","5,414","5,693","6,387","6,229","6,473","6,767","6,980","7,174","7,983","7,514","8,662","7,884","8,113","8,343"
049684,Seneca East Local SD,Seneca,"2,099","4,479","4,754","4,817","5,125","5,783","6,132","6,940","6,742","6,995","6,664","7,380","6,996","7,952","7,810","7,716","8,472","8,909"
049692,Bettsville Local SD,Seneca,"4,443","5,491","5,080","5,248","5,082","5,447","5,600","7,009","7,695","7,904","9,228","9,909","10,101","10,743","9,862","10,178","12,019","13,851"
049700,Hopewell-Loudon Local SD,Seneca,"4,381","4,433","4,572","4,655","5,081","5,628","6,351","6,401","6,376","6,710","6,892","7,060","7,134","7,092","7,582","8,103","7,796","7,734"
049718,New Riegel Local SD,Seneca,"5,035","4,847","5,036","5,263","5,662","5,372","5,969","6,453","6,829","7,308","7,843","8,223","8,534","8,591","8,877","9,164","9,344","9,677"
049726,Old Fort Local SD,Seneca,"4,896","5,050","5,204","5,214","5,933","6,084","6,617","7,046","6,508","6,413","6,608","7,613","8,021","9,125","9,239","9,941","9,073","9,355"
049759,Anna Local SD,Shelby,"5,179","5,388","5,404","5,891","6,153","6,198","6,033","7,011","6,887","7,135","7,263","8,014","7,803","8,312","8,584","8,703","8,569","8,559"
049767,Botkins Local SD,Shelby,"3,848","4,224","4,587","4,797","5,208","5,864","6,108","6,693","6,735","7,136","7,493","8,323","8,659","9,067","9,029","8,986","8,294","8,870"
049775,Fairlawn Local SD,Shelby,"4,169","4,540","4,997","5,288","5,952","6,164","7,205","7,253","7,212","7,331","7,533","7,734","7,618","8,039","7,878","8,091","8,248","8,592"
049783,Fort Loramie Local SD,Shelby,"4,290","4,551","5,001","5,388","6,191","6,000","6,436","7,143","7,088","7,642","7,935","7,171","8,048","8,131","9,066","8,646","9,024","8,389"
049791,Hardin-Houston Local SD,Shelby,"4,109","4,374","5,171","5,470","5,396","5,466","6,153","6,624","6,951","6,881","7,411","7,886","7,696","8,471","8,663","8,507","8,514","7,768"
049809,Jackson Center Local SD,Shelby,0,"4,756","4,958","4,995","5,672","6,038","6,304","6,736","7,082","8,250","9,047","8,779","8,512","8,854","9,244","8,993","9,103","9,014"
049817,Russia Local SD,Shelby,"4,695","5,024","5,315","5,283","5,735","5,907","6,084","6,840","7,325","7,732","7,283","7,714","7,651","8,228","8,612","8,484","8,735","8,717"
049833,Canton Local SD,Stark,"6,497","6,212","6,023","6,221","6,480","7,125","7,537","7,558","8,189","8,850","8,825","9,042","9,686","10,523","11,615","11,745","11,309","11,403"
049841,Fairless Local SD,Stark,"4,215","4,397","4,572","4,877","4,973","5,606","6,155","6,514","6,912","7,430","7,707","8,059","8,759","9,552","8,310","8,711","8,938","9,115"
049858,Jackson Local SD,Stark,"5,029","5,220","5,224","5,746","6,023","6,439","6,671","7,265","7,496","7,542","7,937","8,193","8,282","8,623","8,713","8,899","8,489","8,566"
049866,Lake Local SD,Stark,"4,674","4,815","4,934","5,371","5,532","5,746","5,939","6,260","6,412","7,184","7,451","7,136","7,993","8,688","8,546","9,125","8,771","8,824"
049874,Louisville City SD,Stark,"4,717","4,759","4,852","5,153","5,673","5,646","6,163","6,191","6,452","6,154","7,275","7,348","7,503","7,697","7,704","7,818","8,453","8,701"
049882,Marlington Local SD,Stark,"4,735","4,976","5,003","5,318","5,487","5,907","6,978","6,872","6,978","7,656","8,091","7,774","8,933","9,013","8,333","8,620","8,596","9,897"
049890,Minerva Local SD,Stark,"4,420","4,732","4,988","5,152","5,731","6,187","6,374","6,771","6,789","6,665","7,261","7,165","7,856","8,057","8,358","8,538","8,284","7,566"
049908,Northwest Local SD,Stark,"4,646","4,720","4,690","4,886","5,253","5,716","6,069","6,464","6,682","6,735","7,361","7,950","8,147","8,228","7,610","8,109","7,967","7,959"
049916,Osnaburg Local SD,Stark,"4,600","4,948","4,562","4,787","5,224","5,567","6,620","6,820","6,824","7,046","7,918","8,115","8,708","8,854","8,735","9,181","9,568","9,361"
049924,Perry Local SD,Stark,"5,058","5,604","5,530","5,920","6,042","6,343","6,441","6,667","6,858","7,308","7,818","7,941","8,271","8,746","8,999","9,196","9,703","8,991"
049932,Plain Local SD,Stark,"4,596","4,731","5,037","5,426","5,623","6,003","6,422","6,559","6,985","7,223","7,442","7,661","7,911","8,065","8,070","8,612","8,779","8,848"
049940,Sandy Valley Local SD,Stark,"4,660","4,764","4,986","5,054","5,903","5,757","6,453","6,502","6,896","7,631","8,227","8,867","9,024","8,733","8,603","9,523","9,013","9,422"
049957,Tuslaw Local SD,Stark,"4,761","4,507","4,882","5,002","5,091","5,538","5,870","6,205","6,010","6,056","6,307","7,049","7,109","7,260","7,199","7,427","7,426","7,809"
049973,Woodridge Local SD,Summit,"7,972","8,355","8,638","8,340","7,458","7,173","7,941","8,594","8,943","9,460","9,806","9,643","10,290","10,726","11,258","12,192","11,571","11,196"
049981,Copley-Fairlawn City SD,Summit,"6,059","6,750","7,076","6,932","7,123","7,457","8,238","8,462","8,417","8,381","8,533","8,811","8,930","9,281","9,478","9,928","10,142","10,329"
049999,Coventry Local SD,Summit,"4,279","5,290","5,407","5,953","5,723","6,264","6,846","6,669","6,907","7,165","7,772","8,339","8,567","8,904","8,892","8,913","9,522","8,836"
050005,Manchester Local SD,Summit,"4,945","5,179","5,651","5,822","6,406","6,614","6,991","7,169","7,047","7,158","7,381","7,492","8,138","8,242","8,570","8,421","8,663","9,156"
050013,Green Local SD,Summit,"4,809","4,948","5,380","5,767","6,177","6,336","6,872","7,205","7,500","7,960","8,219","8,448","8,982","8,795","9,399","9,062","9,259","9,456"
050021,Hudson Local SD,Summit,"5,777","6,048","6,399","6,966","7,427","7,928","8,548","8,873","9,214","9,670","9,978","10,609","11,109","11,880","12,740","13,710","13,671","13,211"
050039,Mogadore Local SD,Summit,"6,057","6,209","6,260","6,248","6,640","7,428","7,705","7,754","7,857","8,754","9,142","9,272","8,704","9,462","9,663","10,329","10,452","10,108"
050047,Nordonia Hills City SD,Summit,"6,343","6,691","6,690","6,843","7,094","7,505","7,962","8,237","8,477","8,420","8,697","9,035","9,468","10,150","10,201","10,762","10,385","10,323"
050054,Revere Local SD,Summit,"5,775","6,276","6,305","6,499","6,920","7,560","7,795","7,868","8,666","9,428","9,876","10,062","10,484","11,087","11,134","12,812","11,515","13,476"
050062,Springfield Local SD,Summit,"5,073","5,521","5,840","6,123","6,701","7,024","7,242","7,501","7,772","8,688","9,116","9,721","10,045","10,148","10,201","10,040","9,701","9,750"
050070,Twinsburg City SD,Summit,"5,951","6,092","6,556","6,485","6,809","7,793","7,995","8,173","8,684","8,815","8,377","8,946","8,927","9,120","9,704","10,257","10,450","9,953"
050096,Bloomfield-Mespo Local SD,Trumbull,"6,001","5,261","5,755","6,370","7,816","6,805","7,538","8,166","8,444","9,149","8,767","9,410","10,301","11,213","10,708","12,441","13,824","12,723"
050112,Bristol Local SD,Trumbull,"4,504","4,551","5,043","5,400","5,823","5,754","6,955","7,387","7,173","7,162","6,147","6,348","6,919","7,252","7,267","7,500","8,123","8,558"
050120,Brookfield Local SD,Trumbull,"4,511","4,784","5,420","5,807","6,517","6,132","7,039","7,609","7,361","7,548","8,009","8,162","8,113","8,055","8,183","8,406","8,505","8,757"
050138,Champion Local SD,Trumbull,"4,909","5,356","5,329","5,807","6,175","6,315","6,988","7,468","7,958","8,340","9,181","8,596","8,615","9,089","9,281","9,377","9,325","9,771"
050153,Mathews Local SD,Trumbull,"5,218","5,290","5,241","5,540","5,595","6,531","7,815","8,847","8,169","8,529","8,523","8,919","9,240","9,485","10,018","10,126","9,971","10,401"
050161,Howland Local SD,Trumbull,"5,103","5,225","5,366","5,740","6,096","6,686","7,084","7,450","7,522","7,961","8,863","9,215","9,836","9,964","9,838","10,081","10,155","9,600"
050179,Joseph Badger Local SD,Trumbull,"4,465","4,518","5,039","5,186","5,046","5,598","6,036","6,703","7,036","6,976","7,431","7,952","7,520","7,757","8,187","8,255","8,469","8,267"
050187,Lakeview Local SD,Trumbull,"4,417","4,941","5,015","5,218","5,613","5,647","6,301","6,679","6,813","7,043","6,995","7,475","8,273","8,158","7,921","7,759","8,127","8,442"
050195,Liberty Local SD,Trumbull,"4,556","5,021","5,548","5,961","5,861","6,245","6,994","7,736","7,899","7,329","7,756","8,039","9,428","10,413","10,918","11,703","12,003","12,868"
050203,Lordstown Local SD,Trumbull,"7,002","7,186","8,413","8,782","9,232","9,753","11,172","10,056","11,188","11,550","11,952","11,785","12,591","12,112","14,509","13,463","11,409","11,885"
050211,Maplewood Local SD,Trumbull,"4,273","4,558","4,659","4,926","5,314","5,816","6,179","6,874","8,108","7,941","7,734","7,439","7,910","8,289","8,616","9,033","9,456","9,850"
050229,McDonald Local SD,Trumbull,"4,358","4,716","5,119","5,259","6,060","5,464","6,126","6,663","6,753","6,516","6,580","6,458","6,930","7,409","7,144","7,758","5,060","5,508"
050237,Southington Local SD,Trumbull,"4,403","5,122","5,282","6,337","5,656","6,135","6,209","6,575","6,212","6,322","6,287","7,057","6,974","7,181","6,984","6,970","7,485","8,079"
050245,La Brae Local SD,Trumbull,"4,743","4,966","5,198","5,878","6,265","7,024","7,370","7,592","8,024","8,476","8,193","8,226","8,300","9,007","9,084","8,304","8,523","8,657"
050252,Weathersfield Local SD,Trumbull,"4,905","4,914","5,263","5,721","6,317","6,490","7,379","8,108","8,187","8,075","7,646","8,416","8,827","9,346","9,079","9,295","8,925","9,051"
050278,Garaway Local SD,Tuscarawas,"4,443","4,510","4,862","4,946","5,624","6,060","7,339","7,314","7,719","7,428","7,319","8,068","8,693","8,722","8,720","8,966","9,104","9,552"
050286,Indian Valley Local SD,Tuscarawas,"4,642","5,094","4,954","5,199","5,199","5,637","5,988","6,525","6,640","7,168","7,580","7,371","7,429","8,469","7,972","7,782","7,980","8,294"
050294,Strasburg-Franklin Local SD,Tuscarawas,"4,300","4,708","4,695","4,964","5,236","5,671","5,767","6,172","6,296","6,351","6,826","7,246","7,387","7,333","7,778","8,241","8,262","8,674"
050302,Tuscarawas Valley Local SD,Tuscarawas,"4,165","4,398","4,559","4,654","5,101","5,509","6,115","6,716","6,876","6,926","7,170","7,871","7,873","7,336","7,582","7,774","7,947","8,220"
050328,Fairbanks Local SD,Union,"5,125","5,289","5,828","6,253","5,994","6,958","7,953","7,585","7,746","7,859","8,444","8,653","9,590","9,735","9,444","10,193","10,857","9,754"
050336,North Union Local SD,Union,"5,283","5,099","5,271","5,355","5,873","6,613","6,756","7,018","7,582","7,366","7,915","8,196","8,090","9,036","9,702","10,128","9,973","10,984"
050351,Crestview Local SD,Van Wert,"4,201","4,236","4,580","4,963","5,502","5,780","5,971","6,246","6,693","7,125","7,083","7,684","8,324","8,945","8,834","8,817","9,342","10,067"
050369,Lincolnview Local SD,Van Wert,"5,294","5,240","5,130","5,566","6,098","6,745","7,017","7,057","7,149","7,351","7,890","8,128","8,384","8,751","9,430","9,562","9,553","8,909"
050393,Vinton County Local SD,Vinton,"4,204","4,539","5,396","5,014","5,625","5,788","6,658","6,793","7,978","8,489","9,062","9,286","9,374","9,579","10,187","11,115","10,907","10,775"
050419,Carlisle Local SD,Warren,"5,425","5,412","5,757","6,607","6,234","6,489","7,210","7,823","8,857","8,208","7,782","8,841","8,940","9,038","8,970","9,156","9,817","9,865"
050427,Springboro Community City SD,Warren,"4,435","4,722","5,103","5,130","5,281","5,326","6,111","6,231","7,162","6,691","7,233","7,268","8,105","8,680","8,435","8,018","7,928","7,812"
050435,Kings Local SD,Warren,"4,621","5,476","5,839","5,905","6,473","7,009","7,395","7,924","8,178","8,236","8,378","9,072","9,829","9,721","10,765","10,545","10,457","10,233"
050443,Little Miami Local SD,Warren,"4,793","4,829","5,182","5,593","5,773","6,101","7,008","7,493","6,720","7,730","7,853","8,125","8,866","9,545","8,505","7,558","7,960","8,356"
050450,Mason City SD,Warren,"4,274","4,858","4,872","5,820","6,287","6,355","6,789","7,487","8,015","8,369","8,902","9,163","9,335","9,815","10,528","10,229","10,125","10,412"
050468,Wayne Local SD,Warren,"4,422","4,830","6,259","8,746","7,526","6,134","6,158","6,237","6,293","7,051","7,169","7,690","7,975","8,084","8,251","8,015","8,275","8,225"
050484,Fort Frye Local SD,Washington,"4,852","5,127","5,731","5,832","6,404","6,038","6,504","6,855","7,120","7,205","7,742","7,941","8,156","9,141","8,771","9,518","9,613","10,255"
050492,Frontier Local SD,Washington,"4,611","4,293","4,806","5,211","6,448","6,559","7,222","7,309","7,645","7,842","8,151","9,253","8,916","9,361","9,376","10,500","11,076","11,030"
050500,Warren Local SD,Washington,"4,006","4,364","4,902","5,256","5,739","6,225","6,880","6,675","7,244","7,664","8,293","8,143","8,401","8,210","7,891","8,555","7,967","8,280"
050518,Wolf Creek Local SD,Washington,"4,711","5,184","5,201","5,834","6,378","6,578","6,489","6,958","7,545","7,399","7,674","7,954","9,159","9,587","9,629","10,335","10,955","10,450"
050534,Chippewa Local SD,Wayne,"4,712","4,800","5,136","5,597","5,765","6,197","6,516","7,314","7,819","7,649","7,072","7,385","7,190","7,050","7,573","7,765","8,032","8,561"
050542,Dalton Local SD,Wayne,"4,349","4,586","5,048","5,292","5,554","6,058","6,430","7,062","7,413","7,433","7,294","8,153","8,196","8,206","8,440","9,239","8,694","8,719"
050559,Green Local SD,Wayne,"4,812","4,908","5,315","5,729","6,003","6,035","6,681","7,162","7,566","7,586","7,856","8,083","8,065","8,652","8,491","8,600","8,374","9,075"
050567,North Central Local SD,Wayne,"4,508","4,636","4,622","5,020","5,170","5,330","6,073","6,277","6,218","6,051","5,859","6,783","6,909","7,187","7,871","8,245","8,381","8,358"
050575,Northwestern Local SD,Wayne,"4,591","5,012","5,640","5,585","5,897","6,430","6,966","7,388","7,162","7,462","7,367","7,716","8,278","8,196","8,905","8,804","9,149","9,240"
050583,Southeast Local SD,Wayne,"4,935","5,304","5,841","6,018","6,188","6,772","7,324","7,830","8,180","8,395","8,735","9,028","9,178","9,089","9,601","9,980","10,078","10,993"
050591,Triway Local SD,Wayne,"4,505","4,951","5,367","5,500","5,953","6,178","6,598","7,082","7,343","7,663","8,011","7,717","8,311","8,685","9,242","9,457","9,574","9,597"
050617,Edgerton Local SD,Williams,"4,609","4,736","5,107","5,533","5,965","6,003","6,639","7,159","7,052","7,469","8,177","8,717","8,411","8,525","7,939","8,935","8,820","9,350"
050625,Edon-Northwest Local SD,Williams,"4,248","4,394","4,815","4,717","5,573","5,776","5,698","6,172","7,178","7,565","7,994","8,107","7,857","8,370","9,398","9,161","8,851","9,099"
050633,Millcreek-West Unity Local S,Williams,"4,007","4,301","4,615","4,981","5,785","5,874","5,864","6,621","6,479","6,970","7,198","7,273","7,496","9,103","9,499","9,533","9,271","9,534"
